id,name,longitude,latitude,north,east
49,서울특별시 광진구 중곡동,127.090401426965,37.5617477458585,4158905.579034286,331341.4345385509
50,서울특별시 광진구 화양동,127.071367614735,37.5464762611364,4157245.398159015,329625.39710403635
51,서울특별시 구로구 가리봉동,126.889718085071,37.4825327471338,4150494.919882731,313417.53522320365
52,서울특별시 구로구 개봉동,126.857746551058,37.4930115322775,4151721.547195364,310616.8719399874
53,서울특별시 구로구 고척동,126.863557123957,37.5013977406623,4152640.4228353896,311151.74207200715
54,서울특별시 구로구 구로동,126.882642231121,37.4957707378732,4151977.890541023,312824.89563382545
55,서울특별시 구로구 궁동,126.827457184485,37.5018731116131,4152766.263999093,307961.55423396034
56,서울특별시 구로구 신도림동,126.880610228674,37.5077809050367,4153314.61367471,312675.2692128757
57,서울특별시 구로구 오류동,126.835492478188,37.4889461307052,4151315.468786101,308638.90887464763
58,서울특별시 구로구 온수동,126.820586087352,37.4941466665876,4151922.961069729,307334.25655613333
59,서울특별시 구로구 천왕동,126.83999317372,37.4802774110978,4150344.4172797883,309014.7800155954
60,서울특별시 구로구 항동,126.823409784343,37.4801853131196,4150367.983275771,307548.0762337597
61,서울특별시 금천구 가산동,126.891779471155,37.4768763179226,4149863.186315256,313585.7570767794
62,서울특별시 금천구 독산동,126.899392976389,37.4681432491736,4148879.097405002,314237.41792917106
63,서울특별시 금천구 시흥동,126.908452220723,37.4476688042388,4146589.38814864,314988.18508588267
64,서울특별시 노원구 공릉동,127.073821318894,37.6248431089169,4165936.5735000945,330020.55151580693
65,서울특별시 노원구 상계동,127.060252770712,37.66125057554,4170001.0786669347,328906.61313982983
66,서울특별시 노원구 월계동,127.062987742987,37.6199191869585,4165409.8946734844,329053.1477444487
67,서울특별시 노원구 중계동,127.077488598779,37.6525550467648,4169004.886827219,330407.24137521605
68,서울특별시 노원구 하계동,127.072685646642,37.6404885286244,4167674.6674254374,329955.992575182
69,서울특별시 도봉구 도봉동,127.021495626589,37.6873960128039,4172973.7045349204,325548.98817723
70,서울특별시 도봉구 방학동,127.026875382235,37.665897548954,4170578.1701862505,325973.1546614046
71,서울특별시 도봉구 쌍문동,127.029190894368,37.6513191127048,4168956.2143500606,326143.3914377955
72,서울특별시 도봉구 창동,127.045432300312,37.6522582058481,4169030.4228627095,327578.4561796207
73,서울특별시 동대문구 답십리동,127.056655839753,37.5690668295007,4159778.828109138,328377.4809546841
74,서울특별시 동대문구 신설동,127.025538570996,37.5749629616682,4160490.3829749394,325642.89564896584
75,서울특별시 동대문구 용두동,127.033598820976,37.5754186480422,4160526.012185441,326355.7964386912
76,서울특별시 동대문구 이문동,127.066373060068,37.6004055110663,4163238.474832545,329307.3280818681
77,서울특별시 동대문구 장안동,127.071439570463,37.5696967138507,4159821.809924098,329684.6393967313
78,서울특별시 동대문구 전농동,127.053978285554,37.5793286114287,4160922.3774338453,328164.5865970731
79,서울특별시 동대문구 제기동,127.037818414722,37.5831154639893,4161372.2644732,326746.2920890283
80,서울특별시 동대문구 청량리동,127.047289719403,37.5862511095438,4161702.7643213635,327589.8941585617
81,서울특별시 동대문구 회기동,127.05537245757,37.5907885967282,4162191.4357642042,328314.0397085957
82,서울특별시 동대문구 휘경동,127.065730507228,37.5908553624268,4162179.951849984,329228.76673797244
83,서울특별시 동작구 노량진동,126.940393261193,37.510705811037,4153521.770776549,317966.9713616832
84,서울특별시 동작구 대방동,126.926343500008,37.508164261,4153267.043587239,316718.8609930301
85,서울특별시 동작구 동작동,126.973876571542,37.4992139256223,4152182.3382504676,320899.16658351145
86,서울특별시 동작구 본동,126.954204316851,37.513029355907,4153752.951290077,319193.3697150027
87,서울특별시 동작구 사당동,126.9731356614,37.483932674151,4150488.1316869245,320797.1422483183
88,서울특별시 동작구 상도1동,126.94974984805,37.50324263284,4152675.5772033078,318775.9712099341
89,서울특별시 동작구 상도동,126.939014238644,37.4985163075707,4152171.875703108,317815.4421780515
90,서울특별시 동작구 신대방동,126.914941920386,37.4930124961568,4151608.056192702,315673.7480033111
91,서울특별시 동작구 흑석동,126.966590753167,37.505775015354,4152924.2593549355,320270.7965600736
92,서울특별시 마포구 공덕동,126.960034513244,37.550174347382,4157863.4230351807,319798.1340363512
93,서울특별시 마포구 구수동,126.932539327611,37.5457361347135,4157424.0358237554,317358.22016834654
94,서울특별시 마포구 노고산동,126.937909479778,37.5543526246389,4158369.7167502698,317853.65938820905
95,서울특별시 마포구 당인동,126.919627791269,37.5437530625519,4157229.1630094233,316212.599957019
96,서울특별시 마포구 대흥동,126.943417480887,37.5499477102299,4157870.2735989476,318329.54283956456
97,서울특별시 마포구 도화동,126.949873511116,37.541549712387,4156925.952446749,318879.5786215843
98,서울특별시 마포구 동교동,126.922261659865,37.557208530833,4158717.067823137,316478.324352611
99,서울특별시 마포구 마포동,126.943825451904,37.5371140702001,4156445.438240491,318334.4305200484
100,서울특별시 마포구 망원동,126.901347294861,37.5567856576915,4158711.207044347,314629.74710164155
101,서울특별시 마포구 상수동,126.924776753718,37.5456269289384,4157427.034069445,316672.1204453451
102,서울특별시 마포구 상암동,126.894689433213,37.5783209050878,4161113.9875236317,314095.1606679925
103,서울특별시 마포구 서교동,126.91459072348,37.5551093133848,4158499.1458831327,315795.52130823454
104,서울특별시 마포구 성산동,126.909284812172,37.5628827605388,4159372.1267002225,315345.9905478986
105,서울특별시 마포구 신공덕동,126.95556152591,37.5437143887632,4157155.201846838,319387.37213598576
106,서울특별시 마포구 신수동,126.935226865858,37.5470206619263,4157561.349620858,317598.7985690327
107,서울특별시 마포구 신정동,126.930332866478,37.5431615999641,4157142.650426905,317156.98580652295
108,서울특별시 마포구 아현동,126.955903701632,37.5544832516732,4158349.4777041194,319443.5964447848
109,서울특별시 마포구 연남동,126.922023205508,37.5644776141887,4159524.130788991,316475.10064904985
110,서울특별시 마포구 염리동,126.94565571696,37.5470619620455,4157545.7397951903,318520.28187627706
111,서울특별시 마포구 용강동,126.942776042667,37.5422744939978,4157020.0779447383,318254.23628772947
112,서울특별시 마포구 중동,126.9055839139,37.5716627632573,4160353.6648811395,315040.8088953773
113,서울특별시 마포구 창전동,126.92977041133,37.5492736432042,4157821.9514206443,317122.23059808917
114,서울특별시 마포구 토정동,126.939782456982,37.5388960581726,4156650.993423046,317981.5208460436
115,서울특별시 마포구 하중동,126.927779696718,37.5435745257491,4157193.440310349,316932.4128735579
116,서울특별시 마포구 합정동,126.911756414276,37.5516618139959,4158122.1628357805,315536.6359305503
117,서울특별시 마포구 현석동,126.934289634391,37.5421619566647,4157024.0366447214,317504.14458949387
118,서울특별시 서대문구 남가좌동,126.919548350676,37.5755473825403,4160757.3027728964,316283.7060593342
119,서울특별시 서대문구 냉천동,126.961963463309,37.5667821636121,4159702.560906961,320008.52259063296
120,서울특별시 서대문구 대신동,126.944330406191,37.5640649698096,4159434.991524621,318444.4692080156
121,서울특별시 서대문구 대현동,126.947212193537,37.5607686463542,4159063.6577839735,318691.0228071376
122,서울특별시 서대문구 미근동,126.967253249905,37.5632950923108,4159305.504917871,320467.3740848154
123,서울특별시 서대문구 봉원동,126.946963866133,37.5725932042941,4160376.2177840914,318697.7638334901
124,서울특별시 서대문구 북가좌동,126.91039845202,37.5780815956199,4161056.447437067,315481.8799035697
125,서울특별시 서대문구 북아현동,126.956905737336,37.5595724546077,4158912.2606388642,319544.3962976044
126,서울특별시 서대문구 신촌동,126.93927687604,37.5651616940519,4159566.4665614986,318000.76419043203
127,서울특별시 서대문구 연희동,126.935230751932,37.573910010416,4160545.0501760202,317664.7169401399
128,서울특별시 서대문구 영천동,126.956682170377,37.5703879302213,4160112.7984722448,319550.7516886182
129,서울특별시 서대문구 옥천동,126.95890126611,37.5695598078732,4160016.6468572435,319744.7488872644
130,서울특별시 서대문구 창천동,126.934193637741,37.5586862112856,4158857.7925019045,317535.97148681385
131,서울특별시 서대문구 천연동,126.958422464555,37.5675017663096,4159789.201146875,319697.49650583393
132,서울특별시 서대문구 충정로2가,126.964119536636,37.564851103114,4159484.156993166,320194.31550479215
133,서울특별시 서대문구 충정로3가,126.961983963838,37.5620789699491,4159180.6456627008,319999.01140318974
134,서울특별시 서대문구 합동,126.966031651429,37.5615287939471,4159111.848549805,320355.2271820123
135,서울특별시 서대문구 현저동,126.95407204926,37.5737854968818,4160494.8184771114,319328.4337588393
136,서울특별시 서대문구 홍은동,126.933218715152,37.5908908122789,4162433.1968503133,317528.490661475
137,서울특별시 서대문구 홍제동,126.948725215733,37.5858458009441,4161843.3603954967,318885.4460076031
138,서울특별시 서초구 내곡동,127.076916934729,37.4582463131039,4147445.44410125,329915.5504069574
139,서울특별시 서초구 반포동,127.013359062646,37.5051446767402,4152765.9775371277,324403.5194962402
140,서울특별시 서초구 방배동,126.994486969319,37.483413014657,4150390.0248086434,322683.86750999675
141,서울특별시 서초구 서초동,127.01953478052,37.4900861966504,4151083.578538795,324914.2681939425
142,서울특별시 서초구 신원동,127.062170998757,37.4440189779747,4145893.539091834,328578.7568023406
143,서울특별시 서초구 양재동,127.037463917199,37.4720040276214,4149043.982006819,326457.6458151343
144,서울특별시 서초구 염곡동,127.053907608672,37.4622991870892,4147936.9557812074,327889.61141484056
145,서울특별시 서초구 우면동,127.01605116304,37.4646530229736,4148268.010616167,324546.7819328852
146,서울특별시 서초구 원지동,127.048637026567,37.4433117184792,4145839.779127564,327379.78842742264
147,서울특별시 서초구 잠원동,127.014102820234,37.5149186880221,4153849.115745182,324492.16399707063
148,서울특별시 성동구 금호동1가,127.02279294328,37.554885724907,4158267.694241045,325353.52654746745
149,서울특별시 성동구 금호동2가,127.020406751011,37.5529940659196,4158062.2324286695,325138.3107089297
150,서울특별시 성동구 금호동3가,127.020166005976,37.5499307132641,4157722.768432561,325109.88152395486
151,서울특별시 성동구 금호동4가,127.026161935006,37.5447325755774,4157134.8368784487,325627.47671361687
152,서울특별시 성동구 도선동,127.033530216268,37.5637958263855,4159236.4606156372,326322.7383833837
153,서울특별시 성동구 마장동,127.045325760782,37.5663795479871,4159501.4086166914,327370.5830058664
154,서울특별시 성동구 사근동,127.045327331714,37.5614997515695,4158959.9407120366,327359.45575964265
155,서울특별시 성동구 상왕십리동,127.024784739728,37.5684327095864,4159767.179140295,325561.08315517346
156,서울특별시 성동구 성수동1가,127.043351028535,37.5417253860377,4156769.402926713,327139.2007216704
157,서울특별시 성동구 성수동2가,127.057019282187,37.5409627375216,4156659.727655626,328345.09850725
158,서울특별시 성동구 송정동,127.069569072089,37.5545322586261,4158142.5534134735,329484.8613294052
159,서울특별시 성동구 옥수동,127.018104401506,37.5416562715266,4156808.469364093,324908.3877655361
160,서울특별시 성동구 용답동,127.055579052769,37.5640758244217,4159226.992042411,328270.91429881967
161,서울특별시 성동구 응봉동,127.033416807797,37.5531604882762,4158056.565860624,326288.0206758956
162,서울특별시 성동구 하왕십리동,127.028703243306,37.5619122139371,4159036.388938787,325891.9943012338
163,서울특별시 성동구 행당동,127.037031736958,37.5583059078881,4158620.827398624,326619.2940625204
164,서울특별시 성동구 홍익동,127.032213833438,37.5663550219261,4159522.8657227876,326212.4127746539
165,서울특별시 성북구 길음동,127.023343590916,37.6076658267475,4164123.2164248633,325525.4445132128
166,서울특별시 성북구 돈암동,127.00991034218,37.5962791991149,4162884.796170627,324312.8141467873
167,서울특별시 성북구 동선동1가,127.018211777612,37.5923102427412,4162428.8893212955,325036.45221973275
168,서울특별시 성북구 동선동2가,127.020040985677,37.5901655850025,4162187.5072376593,325192.94309385156
169,서울특별시 성북구 동선동3가,127.020599250097,37.5944938544003,4162666.739011552,325252.36213151383
170,서울특별시 성북구 동선동4가,127.018633716126,37.5952221822842,4162751.2162583484,325080.526541807
171,서울특별시 성북구 동선동5가,127.016844785039,37.5959288284837,4162832.961959141,324924.235847099
172,서울특별시 성북구 동소문동1가,127.007210212424,37.5900265113417,4162196.0444483566,324059.6918730646
173,서울특별시 성북구 동소문동2가,127.008238156364,37.5887073911224,4162047.746707329,324147.3517745314
174,서울특별시 성북구 동소문동3가,127.010489205319,37.5898604829039,4162171.4814717355,324348.8287329044
175,서울특별시 성북구 동소문동4가,127.01063893326,37.5917597611251,4162381.948322256,324366.5148879377
176,서울특별시 성북구 동소문동5가,127.01537185184,37.5916367047087,4162359.449372931,324784.1216748159
177,서울특별시 성북구 동소문동6가,127.01399531696,37.5933415527604,4162551.1921783,324666.5814217349
178,서울특별시 성북구 동소문동7가,127.014190641129,37.5963292176218,4162882.343516445,324690.8398701779
179,서울특별시 성북구 보문동1가,127.019645993321,37.586489601596,4161780.350460558,325149.46316927444
180,서울특별시 성북구 보문동2가,127.018210178625,37.5857474136522,4161700.671213348,325020.94018322544
181,서울특별시 성북구 보문동3가,127.016352976758,37.5838880357102,4161497.814883094,324852.58597707044
182,서울특별시 성북구 보문동4가,127.021347801017,37.5828961453855,4161378.4477568953,325291.3334812613
183,서울특별시 성북구 보문동5가,127.020066071097,37.5823846059338,4161324.072346095,325176.95240484446
184,서울특별시 성북구 보문동6가,127.018842854522,37.5803846015947,4161104.4274259913,325064.25251064403
185,서울특별시 성북구 보문동7가,127.022551479065,37.5798181272131,4161034.6679975702,325390.4333329112
186,서울특별시 성북구 삼선동1가,127.008396217359,37.5846817438786,4161600.758430323,324151.83369206917
187,서울특별시 성북구 삼선동2가,127.011439305713,37.583369642001,4161449.4705467504,324417.467080242
188,서울특별시 성북구 삼선동3가,127.013092803419,37.5865085302362,4161794.675422405,324570.84985456127
189,서울특별시 성북구 삼선동4가,127.013723013975,37.5903502910641,4162219.7856873902,324635.5166157702
190,서울특별시 성북구 삼선동5가,127.015851281018,37.5885336236906,4162014.2320628464,324819.17658153037
191,서울특별시 성북구 상월곡동,127.045527017386,37.6069133345459,4163998.706223447,327481.9784270425
192,서울특별시 성북구 석관동,127.0614007785,37.6129860183722,4164643.474944967,328897.1859703871
193,서울특별시 성북구 성북동,127.003274531869,37.591046609396,4162316.6195711372,323714.5877723864
194,서울특별시 성북구 성북동1가,127.003614139532,37.5895149125504,4162146.022156737,323740.9599795613
195,서울특별시 성북구 안암동1가,127.02135842744,37.5883885968467,4161987.8778023142,325305.11432037735
196,서울특별시 성북구 안암동2가,127.02216855408,37.5865287984821,4161780.0048800493,325372.30101076467
197,서울특별시 성북구 안암동3가,127.023313410414,37.5835336768551,4161445.5334792915,325466.3974332961
198,서울특별시 성북구 안암동4가,127.024648423554,37.5807006819401,4161128.7001132267,325577.6733246873
199,서울특별시 성북구 안암동5가,127.029021378105,37.5883977734309,4161974.664622933,325981.76906389726
200,서울특별시 성북구 장위동,127.04956549458,37.6170568426304,4165116.826680237,327861.87663134036
201,서울특별시 성북구 정릉동,126.995482832879,37.6185808255471,4165386.5346651063,323091.8597379272
202,서울특별시 성북구 종암동,127.035212918853,37.5990602270307,4163146.3253570516,326553.2380620234
203,서울특별시 성북구 하월곡동,127.037812638789,37.6075035036309,4164078.4019090314,326802.3439662345
204,서울특별시 송파구 가락동,127.105729381413,37.496542166563,4151643.026563211,332549.5828580982
205,서울특별시 송파구 거여동,127.143310298223,37.4969242257406,4151619.1956934715,335872.81781332905
206,서울특별시 송파구 마천동,127.149903613069,37.4960258496319,4151508.032443589,336453.74503175006
207,서울특별시 송파구 문정동,127.118267660547,37.4847415034154,4150311.4051570636,333631.86807578814
208,서울특별시 송파구 방이동,127.123923689605,37.5110126423951,4153216.4181556776,334190.1000868653
209,서울특별시 송파구 삼전동,127.092519707191,37.5027233386059,4152352.4743588157,331395.6620752153
210,서울특별시 송파구 석촌동,127.103667384036,37.5035646306704,4152425.900785809,332382.9937066479
211,서울특별시 송파구 송파동,127.109579159297,37.5060929206302,4152695.9183991062,332911.2230077578
212,서울특별시 송파구 신천동,127.101366591012,37.5182926381798,4154064.2041938156,332212.5937197831
213,서울특별시 송파구 오금동,127.128103942644,37.5029820350038,4152317.9947952437,334541.85901367187
214,서울특별시 송파구 잠실동,127.088282780728,37.5119564733933,4153384.5753619005,331041.9397641088
215,서울특별시 송파구 장지동,127.136582139995,37.4785083981104,4149587.57505726,335237.5499465973
216,서울특별시 송파구 풍납동,127.122225970875,37.5380588825242,4156220.426073118,334099.96833273454
217,서울특별시 양천구 목동,126.870989288343,37.5304364108361,4155847.7423236542,311881.7266346572
218,서울특별시 양천구 신월동,126.831535864977,37.5328158189362,4156191.4609528324,308401.30415121175
219,서울특별시 양천구 신정동,126.854354325392,37.5185526780281,4154562.504960642,310381.599221641
220,서울특별시 영등포구 당산동,126.902165652703,37.5402584246454,4156875.683504086,314661.0995460195
221,서울특별시 영등포구 당산동1가,126.898547402403,37.5216623144433,4154819.3517963286,314295.2722201268
222,서울특별시 영등포구 당산동2가,126.893736304951,37.5224653819519,4154917.9759571897,313872.06326915853
223,서울특별시 영등포구 당산동3가,126.89671357564,37.5258485828122,4155287.494578515,314143.5895636767
224,서울특별시 영등포구 당산동4가,126.899075891843,37.5290653986881,4155639.7730983193,314360.33581083675
225,서울특별시 영등포구 당산동5가,126.901203325782,37.5320981652415,4155972.097534369,314555.8527085037
226,서울특별시 영등포구 당산동6가,126.904735599528,37.5337949488347,4156153.4141011937,314872.1878277271
227,서울특별시 영등포구 대림동,126.902006335554,37.4925087229048,4151577.579066189,314528.8185310691
228,서울특별시 영등포구 도림동,126.895944463887,37.5094388403259,4153468.149781207,314034.8783283482
229,서울특별시 영등포구 문래동1가,126.896981114579,37.5122797138519,4153781.3303845045,314133.5610747924
230,서울특별시 영등포구 문래동2가,126.893057862261,37.5127447489725,4153840.693321993,313787.93628051307
231,서울특별시 영등포구 문래동3가,126.896816819326,37.5165971793935,4154260.7314818883,314129.7526836113
232,서울특별시 영등포구 문래동4가,126.889829482109,37.5144572928257,4154037.119210321,313506.8413927989
233,서울특별시 영등포구 문래동5가,126.8844154127,37.5162865616224,4154250.8510154244,313032.86509926344
234,서울특별시 영등포구 문래동6가,126.886822180022,37.5194820467021,4154600.6476339996,313253.55898191466
235,서울특별시 영등포구 신길동,126.91406973946,37.5041663202169,4152847.414053573,315624.0764089223
236,서울특별시 영등포구 양평동,126.885713864668,37.5282170949853,4155572.1146259964,313177.3984085738
237,서울특별시 영등포구 양평동1가,126.888223442468,37.5234622076973,4155039.5147194853,313387.32524641044
238,서울특별시 영등포구 양평동2가,126.882336382875,37.5234853215282,4155053.7812484913,312867.09595112817
239,서울특별시 영등포구 양평동3가,126.891015825174,37.5293681802836,4155689.3183892835,313648.8107616125
240,서울특별시 영등포구 양평동4가,126.896766179375,37.5369309404221,4156517.1187014864,314175.7507780199
241,서울특별시 영등포구 양평동5가,126.892639686611,37.5393563567172,4156794.4165440113,313817.15944615286
242,서울특별시 영등포구 양평동6가,126.890503614635,37.5423276935983,4157128.358721075,313635.8178585916
243,서울특별시 영등포구 양화동,126.88545485776,37.5496245970544,4157948.0703509026,313207.94960859965
244,서울특별시 영등포구 여의도동,126.930167091136,37.5267849150832,4155325.781178745,317102.32631072006
245,서울특별시 영등포구 영등포동,126.906168599588,37.5134118222975,4153888.832392508,314948.4493224673
246,서울특별시 영등포구 영등포동1가,126.913185328453,37.5178393128914,4154366.331341536,315579.5567483137
247,서울특별시 영등포구 영등포동2가,126.91150771146,37.5207969614044,4154697.810271074,315438.5706218541
248,서울특별시 영등포구 영등포동3가,126.90787737105,37.5182713776918,4154424.6982059893,315111.4829593133
249,서울특별시 영등포구 영등포동4가,126.903552262737,37.5178895038416,4154390.838048548,314728.2682753033
250,서울특별시 영등포구 영등포동5가,126.906688412883,37.5210743651059,4154738.0627244906,315013.32199908374
251,서울특별시 영등포구 영등포동6가,126.90316740849,37.5215905083397,4154802.268681338,314703.4106011386
252,서울특별시 영등포구 영등포동7가,126.907114627945,37.5240155727984,4155063.587532031,315058.2553515042
253,서울특별시 영등포구 영등포동8가,126.905253942411,37.5283028633871,4155542.977667143,314904.4123955547
254,서울특별시 용산구 갈월동,126.972162579372,37.5467756584414,4157463.108662431,320861.4544706728
255,서울특별시 용산구 남영동,126.973322683547,37.5430061454347,4157042.626843375,320954.9291160131
256,서울특별시 용산구 도원동,126.955125834612,37.5381208172629,4156535.3666833597,319335.3740337611
257,서울특별시 용산구 동빙고동,126.995112936884,37.5244123976897,4154938.155619864,322836.17452658573
258,서울특별시 용산구 동자동,126.972396006945,37.5520519606978,4158048.1306646806,320894.7098714969
259,서울특별시 용산구 문배동,126.969405422634,37.5371018437134,4156394.9470312707,320594.67084487237
260,서울특별시 용산구 보광동,127.000176481677,37.5262793753292,4155135.787285183,323288.0731186525
261,서울특별시 용산구 산천동,126.951801048783,37.535416505796,4156241.687746851,319035.05824977346
262,서울특별시 용산구 서계동,126.966999743181,37.5529659898692,4158159.8531954056,320420.181659805
263,서울특별시 용산구 서빙고동,126.994638088433,37.5204623812777,4154500.7536633955,322784.86231772444
264,서울특별시 용산구 신계동,126.966740278708,37.5358253064501,4156258.3910752023,320356.11283870554
265,서울특별시 용산구 신창동,126.954946215115,37.5357673358181,4156274.56563844,319313.8213896513
266,서울특별시 용산구 용문동,126.959891817892,37.537700864015,4156479.617303738,319755.48357540625
267,서울특별시 용산구 용산동1가,126.976967186602,37.5399939693424,4156701.4543189993,321269.7403872834
268,서울특별시 용산구 용산동2가,126.982945593811,37.5419195197565,4156903.763427719,321802.5607411598
269,서울특별시 용산구 용산동3가,126.976965160519,37.5318669434274,4155799.672788612,321250.1539516635
270,서울특별시 용산구 용산동4가,126.985224458926,37.5306248837306,4155646.1789175263,321977.04785028694
271,서울특별시 용산구 용산동5가,126.974364951898,37.5261432450492,4155169.511824487,321006.6980507591
272,서울특별시 용산구 용산동6가,126.980329796658,37.5235531064681,4154870.7674476984,321527.65935083607
273,서울특별시 용산구 원효로1가,126.967064466585,37.539613202648,4156678.0821908456,320393.84904753906
274,서울특별시 용산구 원효로2가,126.963323111963,37.5362892108966,4156316.4032503557,320055.27935341606
275,서울특별시 용산구 원효로3가,126.957635334291,37.53430510598,4156107.1481549554,319547.91356379364
276,서울특별시 용산구 원효로4가,126.950590243026,37.5322516903751,4155892.8462011134,318920.41193128837
277,서울특별시 용산구 이촌동,126.972097769518,37.5141954312251,4153848.0878610616,320777.7489711462
278,서울특별시 용산구 이태원동,126.991527297365,37.5402662116136,4156704.0731492154,322556.8753310001
279,서울특별시 용산구 주성동,126.999221719448,37.5215725360092,4154615.308081261,323192.5846846454
280,서울특별시 용산구 청암동,126.946678596744,37.5344808673196,4156147.742303664,318580.1551291472
281,서울특별시 용산구 청파동1가,126.967458773793,37.5487674651522,4157693.100419223,320450.65662818984
282,서울특별시 용산구 청파동2가,126.964798233694,37.5465142049804,4157448.1619661595,320210.1912219153
283,서울특별시 용산구 청파동3가,126.966972344614,37.5432460079142,4157081.360023504,320394.4285232269
284,서울특별시 용산구 한강로1가,126.973054361529,37.5339780623764,4156041.3692179136,320909.6197285282
285,서울특별시 용산구 한강로2가,126.968683607087,37.5315623013378,4155781.649556452,320517.60846861487
286,서울특별시 용산구 한강로3가,126.962182447512,37.5276608637794,4155361.173307469,319933.734748453
287,서울특별시 용산구 한남동,127.000552132438,37.53462985578,4156061.657219787,323340.97633923625
288,서울특별시 용산구 효창동,126.9618988792,37.5424588083351,4157003.719465452,319944.2756547368
