id,name,phone,address,longitude,latitude
8808983721637,강진도암농협 하나로마트 신전점,061-432-4089,"",126.721227,34.513785
8808983320373,강진완도축협 하나로마트,061-433-1511,"",126.772768,34.637777
8808983727011,강진완도축협 하나로마트 고금점,061-553-7114,"",126.833727,34.400901
8808983727394,강진완도축협 하나로마트 완도점,061-554-1235,"",126.756225,34.313451
8808983721651,강진한들농협 하나로마트 작천점,061-432-6014,"",126.771044,34.705106
8808983611228,강현농협 하나로마트 낙산점,033-671-8952,"",128.624873,38.116524
8808983611211,강현농협 하나로마트 본점,033-671-5810,"",128.607063,38.154035
8808983710440,강화남부농협 하나로마트 본점,032-937-4184,"",126.494315,37.638395
8808983710433,강화남부농협 하나로마트 불은점,032-930-8806,"",126.479452,37.684965
8808983710464,강화남부농협 하나로마트 양도점,032-937-2181,"",126.422060,37.662192
8808983710457,강화남부농협 하나로마트 화도점,032-937-1181,"",126.417292,37.632657
8808983710402,강화농협 하나로마트 농산물직판장,032-934-0901,"",126.486548,37.738574
8808983710426,강화농협 하나로마트 선원점,032-933-4014,"",126.484389,37.713130
8808983710525,강화농협 하나로마트 송해점,032-934-9991,"",126.462357,37.766101
8808983622668,개군농협 하나로마트,031-772-0333,"",127.536666,37.426548
8808983629018,개성인삼농협 하나로마트 본점,031-534-9192,"",127.191101,37.885641
8808983721019,거금도농협 하나로마트 본점,061-843-7797,"",127.127361,34.461207
8808983723174,거금도농협 하나로마트 오천점,061-843-9203,"",127.208503,34.435588
8808983632216,거제농협 하나로마트 본점,055-633-4118,"",128.590025,34.850325
8808983637266,거제축협 하나로마트 옥포점,055-688-2223,"",128.688034,34.897227
8808983611143,거진농협 하나로마트 본점,033-682-1697,"",128.454759,38.446740
8808983611136,거진농협 하나로마트 현내점,033-682-0158,"",128.424216,38.499334
8808983633978,거창농협 하나로마트,055-944-8900,"",127.906746,35.689060
8808983633145,거창농협 하나로마트 대동점,055-942-2311,"",127.918679,35.688564
8808983633053,거창북부농협 하나로마트 고제점,055-942-7541,"",127.871676,35.814117
8808983633091,거창북부농협 하나로마트 본점,055-942-6441,"",127.914249,35.749898
8808983633084,거창북부농협 하나로마트 웅양점,055-942-3441,"",127.918693,35.805487
8808983633060,거창북부농협 하나로마트 하성점,055-944-9901,"",127.921161,35.872413
8808983321615,거창사과원예농협 하나로마트,055-943-3700,"",127.911188,35.679022
8808983637044,거창축협 하나로마트 본점,055-943-9589,"",127.910418,35.685548
8808983710365,검단농협 하나로마트,032-565-0027,"",126.659204,37.602894
8808983751467,결성농협 하나로마트,041-642-1555,"",126.549270,36.524571
8808983641508,경산농협 하나로마트 남천점,053-812-9881,"",128.727579,35.766611
8808983641478,경산농협 하나로마트 대명점,053-812-9885,"",128.720029,35.782953
8808983690308,경서농협 하나로마트,02-2645-6503, 서울 양천구 신정동 311 목동10단지아파트 B상가 지층,126.858252,37.517390
8808983690292,경서농협 하나로마트 본점,02-2696-8012, 서울 양천구 신월로 313,126.855743,37.521681
8808983641157,경주강동농협 하나로마트 달성점,054-762-1600,"",129.242835,36.057094
8808983641058,경주농협 하나로마트 본점,054-777-8280,"",129.206391,35.839425
8808983721750,계곡농협 하나로마트,061-532-5892,"",126.659451,34.645192
8808983750316,계룡농협 하나로마트,041-857-5005,"",127.142757,36.360317
8808983710358,계양농협 하나로마트,032-550-2200,"",126.744694,37.553666
8808983731520,계화농협 하나로마트,063-581-2323,"",126.698373,35.762526
8808983641393,고경농협 하나로마트,054-336-0003,"",129.048180,36.002030
8808983641386,고경농협 하나로마트 단포점,054-335-2701,"",128.979840,35.981040
8808983751931,고대농협 하나로마트,041-353-4922,"",126.600394,36.924353
8808983751580,고덕농협 하나로마트,041-337-8040,"",126.709668,36.745357
8808983641713,고령농협 하나로마트 운수점,054-955-5005,"",128.289095,35.768104
8808983751771,고북농협 하나로마트,041-663-2531,"",126.532335,36.667176
8808983730233,고산농협 하나로마트 비봉점,063-263-6004,"",127.140530,35.994770
8808983730226,고산농협 하나로마트 웰컴센터점,063-260-7590,"",127.205694,35.975418
8808983623320,고삼농협 하나로마트,031-672-7770,"",127.260733,37.085745
8808983720098,고서농협 하나로마트,061-382-3603,"",126.973512,35.223384
8808983720111,고서농협 하나로마트 남면점,061-382-1301,"",127.027588,35.176553
8808983632285,고성농협 파머스마켓,055-673-8912,"",128.326613,34.976946
8808983632407,고성농협 하나로마트 대가점,055-672-4151,"",128.297460,35.013521
8808983632292,고성농협 하나로마트 서부점,055-673-4447,"",128.322095,34.978103
8808983632414,고성동부농협 하나로마트,055-672-1151,"",128.405017,34.989673
8808983632384,고성동부농협 하나로마트 동해점,055-672-5151,"",128.423371,35.041967
8808983632377,고성동부농협 하나로마트 외곡점,055-672-5155,"",128.399230,35.009335
8808983637211,고성축협 하나로마트,055-673-4666,"",128.314348,34.977069
8808983617558,고성축협 하나로마트 거진점,033-682-7201,"",128.451493,38.446563
8808983642451,고아농협 하나로마트,054-481-7411,"",128.328203,36.210105
8808983302133,고아농협 하나로마트 문성점,054-443-3435,"",128.347871,36.161065
8808983642444,고아농협 하나로마트 원호점,054-443-8989,"",128.329283,36.152123
8808983627311,고양축협 하나로마트 본점,031-965-0018,"",126.844846,37.665441
8808983302508,고창농협 하나로마트,063-560-5700,"",126.694523,35.437882
8808983731247,고창농협 하나로마트 고수점,063-562-0016,"",126.678642,35.408822
8808983731339,고창농협 하나로마트 부안점,063-562-2078,"",126.674266,35.513877
8808983737157,고창부안축협 한우명품관,063-560-3077,"",126.696979,35.436467
8808983623474,고촌농협 하나로마트 본점,031-986-4191,"",126.769947,37.600929
8808983306315,고흥농협 하나로마트,061-833-8005,"",127.278380,34.607325
8808983727530,고흥축협 하나로마트 남계점,061-835-8607,"",127.286555,34.607608
8808983727134,고흥축협 하나로마트 도양점,061-842-1945,"",127.138453,34.528790
8808983720142,곡성농협 하나로마트,061-363-3614,"",127.297596,35.282090
8808983720180,곡성농협 하나로마트 고달점,061-362-0057,"",127.342343,35.297710
8808983720173,곡성농협 하나로마트 삼기점,061-362-2079,"",127.210825,35.234935
8808983720166,곡성농협 하나로마트 오곡점,061-363-0304,"",127.314434,35.272019
8808983727554,곡성축협 하나로마트 본점,061-362-8001,"",127.300333,35.283368
8808983727370,곡성축협 하나로마트 옥과점,061-362-8006,"",127.136185,35.276259
8808983633473,곤명농협 하나로마트 곤양점,055-853-3007,"",127.962186,35.056952
8808983633480,곤명농협 하나로마트 동부점,055-854-6290,"",128.027127,35.079302
8808983633497,곤명농협 하나로마트 본점,055-854-7004,"",127.938587,35.110407
8808983633503,곤명농협 하나로마트 완사점,055-853-2142,"",127.976537,35.130225
8808983622170,곤지암농협 하나로마트 만선점,031-762-8400,"",127.404492,37.366638
8808983622163,곤지암농협 하나로마트 본점,031-763-8036,"",127.339220,37.349341
8808983642680,공검농협 하나로마트 본점,054-541-1720,"",128.158121,36.512579
8808983610429,공근농협 하나로마트,033-342-8654,"",127.962657,37.535544
8808983731728,공덕농협 하나로마트,063-542-6665,"",126.912501,35.890770
8808983722108,공산농협 하나로마트,061-336-3009,"",126.607027,34.942923
8808983642604,공성농협 하나로마트,054-532-3900,"",128.093885,36.284378
8808983757032,공주농협 파머스마켓,041-854-1023,"",127.138695,36.473968
8808983750477,공주농협 하나로마트 옥룡점,041-856-1017,"",127.133890,36.456513
8808983621500,과천농협 하나로마트,02-500-3300,"",126.998170,37.433600
8808983721538,관산농협 하나로마트,061-860-2714,"",126.938860,34.561971
8808983690360,관악농협 하나로마트,02-837-8850,"",126.902869,37.480068
8808983323916,관악농협 하나로마트 대림점,02-837-8850,"",126.900941,37.490547
8808983321325,관악농협 하나로마트 독산중앙점,02-837-8850,"",126.901822,37.468174
8808983320960,관악농협 하나로마트 문성점,02-869-8851,"",126.909431,37.480552
8808983690827,관악농협 하나로마트 보라매점,02-874-3127,"",126.927742,37.490460
8808983321318,관악농협 하나로마트 시흥중앙점,02-837-8850,"",126.903986,37.448479
8808983322186,관악농협 하나로마트 신본점,02-874-8850,"",126.932603,37.478664
8808983690407,관악농협 하나로마트 신우점,02-883-4306,"",126.931139,37.464739
8808983690483,관악농협 하나로마트 우성점,02-849-5885,"",126.909951,37.492235
8808983622569,관인농협 하나로마트 본점,031-532-0537,"",127.251611,38.157084
8808983621326,광명농협 하나로마트,02-895-9400,"",126.880507,37.463288
8808983750552,광석농협 하나로마트,041-732-8676,"",127.078801,36.247494
8808983750545,광석농협 하나로마트 천동점,041-732-8687,"",127.097682,36.234948
8808983751535,광시농협 하나로마트,041-331-1084,"",126.774834,36.550045
8808983723228,광양농협 하나로마트 본점,061-760-2290,"",127.589752,34.972077
8808983720371,광양농협 하나로마트 봉강점,061-762-0166,"",127.581812,35.010975
8808983720388,광양농협 하나로마트 옥룡점,061-761-7101,"",127.618503,35.016342
8808983323404,광양농협 하나로마트 용강점,061-762-5790,"",127.605833,34.975935
8808983720470,광양동부농협 하나로마트,061-772-2081,"",127.758289,34.978299
8808983720463,광양동부농협 하나로마트 송월점,061-772-2083,"",127.756057,35.036430
8808983303758,광양동부농협 하나로마트 옥곡점,061-772-8681,"",127.700332,34.989375
8808983620121,광적농협 하나로마트,031-837-0083,"",126.983890,37.826101
8808983622040,광주농협 하나로마트,031-768-3600,"",127.256522,37.413188
8808983650838,광주농협 하나로마트 매곡점,062-574-0515,"",126.894652,35.189483
8808983650487,광주농협 하나로마트 문화점,062-266-0553,"",126.917410,35.178971
8808983650463,광주농협 하나로마트 오치점,062-266-0330,"",126.905634,35.186031
8808983650845,광주농협 하나로마트 일곡점,062-573-8003,"",126.896724,35.205150
8808983650517,광주농협 하나로마트 충효점,062-266-6620,"",126.999878,35.182826
8808983650074,광주삼도농협 하나로마트,062-941-7400,"",126.699815,35.163274
8808983657011,광주축협 하나로마트 본점,062-228-4280,"",126.924817,35.136735
8808983650258,광주하남농협 하나로마트,062-958-5597,"",126.809382,35.169187
8808983751412,광천농협 하나로마트,041-641-4200,"",126.626604,36.502904
8808983751450,광천농협 하나로마트 은하점,041-642-4555,"",126.590023,36.531350
8808983751443,광천농협 하나로마트 화봉점,041-642-4989,"",126.593152,36.513940
8808983621616,광탄농협 하나로마트,031-947-7874, 경기도 파주시 광탄면 혜음로 1115,126.844947,37.783086
8808983767482,광혜원농협 하나로마트,043-535-3890,"",127.444087,36.989900
8808983731629,광활농협 하나로마트,063-543-6311,"",126.739637,35.832138
8808983767512,괴산군자농협 하나로마트,043-833-0848,"",127.995662,36.764078
8808983760681,괴산군자농협 하나로마트 장연점,043-832-7331,"",127.955034,36.826179
8808983767529,괴산군자농협 하나로마트 칠성점,043-832-5014,"",127.864244,36.788350
8808983767499,괴산농협 하나로마트 중앙점,043-834-0371,"",127.794444,36.807779
8808983760032,괴산청천농협 하나로마트,043-832-4271,"",127.736280,36.660030
8808983767581,괴산축협 하나로마트,043-833-8876,"",127.793750,36.811527
8808983720265,구례농협 하나로마트,061-783-3300,"",127.464953,35.215024
8808983720289,구례농협 하나로마트 간전점,061-781-4385,"",127.544540,35.178247
8808983720319,구례농협 하나로마트 광의점,061-781-3291,"",127.441055,35.261033
8808983720333,구례산동농협 하나로마트,061-781-1691,"",127.437927,35.314580
8808983727127,구례축협 하나로마트,061-782-1122,"",127.468712,35.209578
8808983750897,구룡농협 하나로마트,041-832-2280,"",126.809763,36.249400
8808983750835,구룡농협 하나로마트 내산점,041-833-4280,"",126.783342,36.272115
8808983750880,구룡농협 하나로마트 외산점,041-836-4736,"",126.704908,36.302041
8808983640945,구룡포농협 하나로마트,054-284-6211,"",129.542464,35.976974
8808983640938,구룡포농협 하나로마트 호미곶점,054-284-9183,"",129.562351,36.077336
8808983620404,구리농협 하나로마트 본점,031-564-2597,"",127.116213,37.570087
8808983620381,구리농협 하나로마트 수평점,031-551-9364,"",127.141027,37.591752
8808983730967,구림농협 하나로마트,063-652-8454,"",127.101892,35.451894
8808983642314,구미농협 파머스마켓,054-456-7911,"",128.353709,36.122184
8808983642406,구미산동농협 하나로마트 본점,054-473-8711,"",128.435405,36.168485
8808983643441,구미산동농협 하나로마트 장천점,054-471-7052,"",128.495163,36.126235
8808983631615,구산농협 하나로마트,055-221-8020,"",128.585018,35.086304
8808983631622,구산농협 하나로마트 수정점,055-222-1083,"",128.580089,35.119654
8808983623146,구성농협 하나로마트,031-283-9483,"",127.114180,37.294499
8808983730141,구이농협 하나로마트 덕천점,063-221-9031,"",127.124859,35.752028
8808983730134,구이농협 하나로마트 본점,063-221-9044,"",127.120578,35.734096
8808983740195,구좌농협 하나로마트 우도점,064-783-0008,"",126.946665,33.506856
8808983740201,구좌농협 하나로마트 중부점,064-784-3326,"",126.853363,33.524827
8808983660660,구지농협 하나로마트,053-614-4804,"",128.411281,35.658433
8808983730424,구천동농협 하나로마트 구천점,063-322-4602,"",127.779387,35.905541
8808983324012,구천동농협 하나로마트 리조트점,063-322-4421,"",127.759131,35.910441
8808983730400,구천동농협 하나로마트 무풍점,063-324-4410,"",127.847986,35.969325
8808983730417,구천동농협 하나로마트 본점,063-324-2501,"",127.787806,36.009315
8808983751375,구항농협 하나로마트,041-632-7555,"",126.606137,36.588501
8808983751382,구항농협 하나로마트 지정점,041-642-0787,"",126.638943,36.547238
8808983630557,군북농협 하나로마트,055-585-7225, 경남 함안군 군북면 중암4길 41,128.345124,35.263364
8808983731889,군산농협 하나로마트 개정점,063-451-2306,"",126.795405,35.956553
8808983731810,군산옥산농협 하나로마트,063-464-4080,"",126.749011,35.941289
8808983640099,군위농협 하나로마트 고로점,054-382-1188,"",128.800491,36.128107
8808983640051,군위농협 하나로마트 부계점,054-382-2080, 경북 군위군 부계면 부흥로 8,128.666050,36.098810
8808983640082,군위농협 하나로마트 산성점,054-382-3014,"",128.695549,36.125563
8808983640037,군위농협 하나로마트 서부점,054-383-4334,"",128.566296,36.235712
8808983640013,군위농협 하나로마트 소보점,054-382-4081,"",128.477581,36.255098
8808983621401,군자농협 하나로마트 본점,031-483-3212,"",126.812779,37.334858
8808983621456,군포농협 하나로마트 본점,031-396-9922, 경기 군포시 산본로 400,126.929193,37.365668
8808983722375,굴비골농협 하나로마트 홍농점,061-356-8153,"",126.446609,35.398733
8808983750873,규암농협 하나로마트,041-835-0184,"",126.887523,36.275437
8808983750811,규암농협 하나로마트 은산점,041-832-6281,"",126.853901,36.311087
8808983643281,근남농협 하나로마트 본점,054-782-1951,"",129.398280,36.963899
8808983611617,근덕농협 하나로마트 본점,033-572-3900,"",129.225616,37.382006
8808983751832,근흥농협 하나로마트,041-673-9045,"",126.229724,36.714856
8808983751849,근흥농협 하나로마트 안흥점,041-674-5671,"",126.148566,36.682318
8808983611181,금강농협 하나로마트 본점,033-681-2294,"",128.469785,38.380606
8808983611198,금강농협 하나로마트 죽왕점,033-637-0062,"",128.524837,38.329722
8808983630038,금곡농협 하나로마트 본점,055-754-2904, 경남 진주시 금곡면 월아산로 116,128.187334,35.091960
8808983623337,금광농협 하나로마트,031-672-3770,"",127.322067,37.001071
8808983623344,금광농협 하나로마트 개산점,031-674-3774,"",127.303832,36.983853
8808983632681,금남농협 하나로마트 고남점,055-883-8304,"",127.809997,34.996330
8808983632698,금남농협 하나로마트 금성점,055-883-8306,"",127.790470,34.964098
8808983632674,금남농협 하나로마트 본점,055-883-8300,"",127.859833,34.949828
8808983732107,금마농협 하나로마트,063-836-6120,"",127.051872,35.989993
8808983751351,금마농협 하나로마트,041-633-7555,"",126.734163,36.624822
8808983752853,금마농협 하나로마트 주유소점,041-634-4871,"",126.735055,36.626391
8808983752860,금마농협 하나로마트 화양점,041-633-7557,"",126.712841,36.621611
8808983731612,금만농협 하나로마트,063-542-5700,"",126.816690,35.850073
8808983731643,금만농협 하나로마트 성덕점,063-543-7401,"",126.804722,35.819852
8808983731650,금만농협 하나로마트 청하점,063-543-1012,"",126.840070,35.907784
8808983620275,금사농협 하나로마트,031-883-3418,"",127.535106,37.400987
8808983620282,금사농협 하나로마트 산북점,031-883-3415,"",127.457048,37.410287
8808983750019,금산농협 하나로마트,041-750-9251,"",127.489532,36.100664
8808983750040,금산농협 하나로마트 금성점,041-752-3421,"",127.464833,36.130082
8808983750118,금산농협 하나로마트 남이점,041-753-1026,"",127.436350,36.047178
8808983750101,금산농협 하나로마트 남일점,041-753-5051,"",127.503883,36.043835
8808983307985,금산농협 하나로마트 비호점,041-751-9340,"",127.486914,36.110441
8808983750071,금산농협 하나로마트 제원점,041-752-7501,"",127.546610,36.113368
8808983757018,금산농협 하나로마트 하신점,041-752-3420,"",127.481356,36.160096
8808983750095,금산농협 하나로마트 황풍점,041-753-5054,"",127.505576,36.083697
8808983757100,금산축협 하나로마트 본점,041-753-9057,"",127.487864,36.104442
8808983640181,금성농협 하나로마트,054-833-0711,"",128.681961,36.254856
8808983640174,금성농협 하나로마트 가음점,054-833-9809,"",128.726785,36.233457
8808983632643,금오농협 하나로마트 본점,055-882-4507,"",127.844683,35.047041
8808983632636,금오농협 하나로마트 진교점,055-882-4050,"",127.902987,35.029073
8808983760926,금왕농협 하나로마트,043-881-3800,"",127.596428,36.987903
8808983680293,금정농협 하나로마트 두구점,051-508-6044,"",129.111400,35.295555
8808983680255,금정농협 하나로마트 본점,051-512-0072,"",129.088782,35.271514
8808983680279,금정농협 하나로마트 부곡점,051-513-8492,"",129.092029,35.226010
8808983680262,금정농협 하나로마트 장전점,051-513-1807,"",129.085959,35.239504
8808983722252,금천농협 하나로마트,061-331-7248,"",126.753532,35.034347
8808983641355,금호농협 하나로마트 거여점,054-336-5611,"",128.911609,35.927844
8808983641423,금호농협 하나로마트 대창점,054-335-4901,"",128.896220,35.876036
8808983641362,금호농협 하나로마트 청통점,054-335-6232,"",128.824029,35.990449
8808983611129,기린농협 하나로마트 본점,033-461-5016,"",128.317936,37.954999
8808983670331,기성농협 하나로마트,042-581-4614,"",127.341123,36.253552
8808983670324,기성농협 하나로마트 평촌점,042-582-4898,"",127.318244,36.239590
8808983623108,기흥농협 하나로마트,031-284-2097, 경기 용인시 기흥구 민속촌로 6 (보라동),127.105515,37.254750
8808983740171,김녕농협 하나로마트,064-783-5660,"",126.749398,33.554610
8808983731681,김제금산농협 하나로마트,063-543-0707,"",126.991299,35.712875
8808983731551,김제농협 하나로마트,063-544-3700,"",126.888520,35.800413
8808983731575,김제농협 하나로마트 부량점,063-547-9511,"",126.843969,35.734605
8808983731605,김제농협 하나로마트 죽산점,063-547-1881,"",126.816139,35.770115
8808983731568,김제백산농협 하나로마트,063-546-0401,"",126.891857,35.827807
8808983642079,김천구성농협 하나로마트,054-435-2224,"",128.045792,36.031702
8808983642086,김천농협 하나로마트 본점,054-420-2200,"",128.117678,36.123568
8808983322285,김천농협 하나로마트 식자재매장,054-420-2200,"",128.117678,36.123568
8808983642215,김천대산농협 하나로마트 본점,054-435-1014,"",127.969149,35.917357
8808983642253,김천대산농협 하나로마트 부항점,054-437-2049,"",127.959140,35.989487
8808983642208,김천대산농협 하나로마트 증산점,054-437-0016,"",128.036821,35.901429
8808983642246,김천대산농협 하나로마트 지례점,054-434-1791,"",128.027311,35.985273
8808983307404,김천축협 하나로마트 덕곡점,054-433-3401, 경북 김천시 영남대로 2050(덕곡동),128.152502,36.116454
8808983642222,김천혁신농협 하나로마트 남면지점,054-432-3009,"",128.188639,36.107633
8808983623405,김포농협 하나로마트 본점,031-998-7933, 경기 김포시 홍도평로20,126.712808,37.631723
8808983631288,김해상동농협 하나로마트,055-323-6505,"",128.932385,35.308587
8808983631295,김해상동농협 하나로마트 매리점,055-331-9355,"",128.967680,35.315764
8808983637532,김해축협 하나로마트 가야점,055-334-9060,"",128.872218,35.261902
8808983637105,김해축협 하나로마트 본점,055-337-5711,"",128.879792,35.231543
8808983637112,김해축협 하나로마트 서부점,055-322-5313,"",128.854660,35.233967
8808983325729,김해축협 하나로마트 장유점,055-323-4811,"",128.795335,35.185615
8808983610955,김화농협 하나로마트 본점,033-458-2086,"",127.437617,38.238191
8808983722276,나비골농협 하나로마트,061-323-2115,"",126.603614,35.180339
8808983722269,나비골농협 하나로마트 나산점,061-322-8819,"",126.610680,35.112161
8808983722290,나비골농협 하나로마트 대동점,061-324-0013,"",126.530275,35.067001
8808983722047,나주농협 하나로마트,061-330-6521,"",126.717018,35.027954
8808983722054,나주농협 하나로마트 송현점,061-334-1455,"",126.722840,35.050983
8808983320328,나주축협 하나로마트,061-339-8001, 전남 나주시 대호길 19 (성북동),126.717495,35.037388
8808983727196,나주축협 하나로마트 영산포점,061-334-1590,"",126.714974,34.995393
8808983642550,낙동농협 하나로마트,054-532-5046,"",128.248786,36.375417
8808983622309,낙생농협 하나로마트,031-781-1055,"",127.097881,37.389873
8808983633114,남거창농협 하나로마트 남하점,055-942-5841,"",127.943665,35.666288
8808983633107,남거창농협 하나로마트 본점,055-944-4507,"",127.908134,35.644110
8808983650418,남광주농협 하나로마트,062-600-3300,"",126.906636,35.133363
8808983320892,남광주농협 하나로마트 지원점,062-605-3681, 광주 동구 남문로 558,126.933569,35.121065
8808983650401,남광주농협 하나로마트 진월점,062-716-1445,"",126.899065,35.117863
8808983670379,남대전농협 하나로마트 관저점,042-545-4828,"",127.335550,36.296691
8808983710198,남동농협 하나로마트 본점,032-460-6704, 인천 남동구 장승로 28,126.735646,37.445347
8808983306995,남면농협 하나로마트 청포대점,041-674-3080,"",126.312278,36.625251
8808983631004,남밀양농협 하나로마트 본점,055-391-7414,"",128.711046,35.374639
8808983767253,남보은농협 하나로마트 마로점,043-542-2780,"",127.819978,36.435735
8808983760575,남보은농협 하나로마트 수한점,043-543-2215,"",127.701276,36.480956
8808983767260,남보은농협 하나로마트 탄부점,043-542-7890,"",127.796401,36.430948
8808983760582,남보은농협 하나로마트 회인점,043-542-9264,"",127.597347,36.490933
8808983680088,남부산농협 하나로마트 석포점,051-625-1924,"",129.091448,35.129144
8808983731490,남부안농협 하나로마트,063-581-3014,"",126.670481,35.610274
8808983731483,남부안농협 하나로마트 줄포점,063-583-2561,"",126.678364,35.588658
8808983731506,남부안농협 하나로마트 진서점,063-581-2136,"",126.606193,35.587962
8808983623061,남사농협 하나로마트,031-339-1553,"",127.149767,37.113549
8808983610191,남산농협 하나로마트 광판점,033-263-2522,"",127.623741,37.733490
8808983610184,남산농협 하나로마트 본점,033-261-1941,"",127.647739,37.787843
8808983642598,남상주농협 하나로마트 본점,054-531-0825,"",128.128605,36.338394
8808983642611,남상주농협 하나로마트 외남점,054-532-9009,"",128.087989,36.358060
8808983690223,남서울농협 하나로마트 남성점,02-525-1500, 서울 동작구 사당4동 316-4,126.972909,37.481959
